id,year,dsb
dsb_fineweb_mono_2026,2026,– Wy sćo tež z Łužyce?
dsb_fineweb_mono_2026,2026,"– Jo, wěsće."
dsb_fineweb_mono_2026,2026,Tedy:
dsb_fineweb_mono_2026,2026,– Sy ty Serb?
dsb_fineweb_mono_2026,2026,"– Ně, ja njejsom Serb."
dsb_fineweb_mono_2026,2026,Ja z Łužyce njejsom.
dsb_fineweb_mono_2026,2026,– Nic?
dsb_fineweb_mono_2026,2026,"– Ow, derje nic."
dsb_fineweb_mono_2026,2026,Wuknu akle.
dsb_fineweb_mono_2026,2026,– Wuknjoš akle?
dsb_fineweb_mono_2026,2026,– Źo ga to!
dsb_fineweb_mono_2026,2026,"– Jo, to wón jo."
dsb_fineweb_mono_2026,2026,– Pomagaj Bog.
dsb_fineweb_mono_2026,2026,"Nic tak skoki, tšochu pomałem."
dsb_fineweb_mono_2026,2026,– Nět wóna how njejo.
dsb_fineweb_mono_2026,2026,Jo rědna?
dsb_fineweb_mono_2026,2026,Jo młody?
dsb_fineweb_mono_2026,2026,"– Ně, to jo łužyske město."
dsb_fineweb_mono_2026,2026,"– No jo, mały wón njejo."
dsb_fineweb_mono_2026,2026,"– Jo to stare, abo nowe město?"
dsb_fineweb_mono_2026,2026,– Co to jo?
dsb_fineweb_mono_2026,2026,– Stary kjarchob.
dsb_fineweb_mono_2026,2026,"Dalej jo tam Móst měra, Lawski torm …"
dsb_fineweb_mono_2026,2026,– Jo ten torm wusoki?
dsb_fineweb_mono_2026,2026,"– Ně, wón jo niski dosć."
dsb_fineweb_mono_2026,2026,Blisko wót togo jo to groźišćo …
dsb_fineweb_mono_2026,2026,– To dosega!
dsb_fineweb_mono_2026,2026,"– Pomagaj Bog, Jano."
dsb_fineweb_mono_2026,2026,Źo ga źoš?
dsb_fineweb_mono_2026,2026,– Jo.
dsb_fineweb_mono_2026,2026,"Musym tak a tak nowu knigłu za našu mamu kupiś, wóna jo witśe połsta."
dsb_fineweb_mono_2026,2026,– Jo to wěrno?
dsb_fineweb_mono_2026,2026,– Du se nowe kólaso kupiś.
dsb_fineweb_mono_2026,2026,– Nowe kólaso?
dsb_fineweb_mono_2026,2026,"JURO: Ně, ten mały nic."
dsb_fineweb_mono_2026,2026,JURO: Jo.
dsb_fineweb_mono_2026,2026,– Wót kogo tu knigłu maš?
dsb_fineweb_mono_2026,2026,– To jo dobry spisowaśel.
dsb_fineweb_mono_2026,2026,"– To ja njewěm, how njejo nic napisane."
dsb_fineweb_mono_2026,2026,– Do Złego Komorowa?
dsb_fineweb_mono_2026,2026,To ga jo daloko.
dsb_fineweb_mono_2026,2026,– Źo tež to!
dsb_fineweb_mono_2026,2026,Pjenjeze ga maš?
dsb_fineweb_mono_2026,2026,Wy sćo …
dsb_fineweb_mono_2026,2026,"– Witaj do Łužyce, Dan!"
dsb_fineweb_mono_2026,2026,Sy se how derje namakał?
dsb_fineweb_mono_2026,2026,"No jo, nět pak sy akle we měsće …"
dsb_fineweb_mono_2026,2026,– We měsće?
dsb_fineweb_mono_2026,2026,● We měsće.
dsb_fineweb_mono_2026,2026,Njejsy mucny?
dsb_fineweb_mono_2026,2026,Coš?
dsb_fineweb_mono_2026,2026,"– Jo, som wobjadny."
dsb_fineweb_mono_2026,2026,"Wiźim, tam ga jo tež kiosk …"
dsb_fineweb_mono_2026,2026,– Co coš se kupiś?
dsb_fineweb_mono_2026,2026,Nowu dobu?
dsb_fineweb_mono_2026,2026,Njejsom śi wót togo pisał?
dsb_fineweb_mono_2026,2026,"– Ně, to ja njejsom wěźeł."
dsb_fineweb_mono_2026,2026,How we Serbach se to zrědka stawa.
dsb_fineweb_mono_2026,2026,Wódaj.
dsb_fineweb_mono_2026,2026,"– Jo, wě."
dsb_fineweb_mono_2026,2026,We rozgłosu?
dsb_fineweb_mono_2026,2026,"Tam by se ty kaž we bajce cuł, Dan."
dsb_fineweb_mono_2026,2026,"– Co to jo, Mikławšk?"
dsb_fineweb_mono_2026,2026,"– Ow, tam by se śi spódobało."
dsb_fineweb_mono_2026,2026,We rozpadankach jo kjarchob.
dsb_fineweb_mono_2026,2026,– Prosym?
dsb_fineweb_mono_2026,2026,Co njedawa?
dsb_fineweb_mono_2026,2026,"– Ow, wódaj."
dsb_fineweb_mono_2026,2026,"– Jo, to ja wěm."
dsb_fineweb_mono_2026,2026,● Warianta: (p) śi nas / wu nas
dsb_fineweb_mono_2026,2026,JURO: How naša śota bydli.
dsb_fineweb_mono_2026,2026,DAN: We tom domje?
dsb_fineweb_mono_2026,2026,(Wón zazwóni.
dsb_fineweb_mono_2026,2026,"JURO: Bog źěkuj, wuj!"
dsb_fineweb_mono_2026,2026,Jo ta śota tež domach?
dsb_fineweb_mono_2026,2026,DAN: Tšochu.
dsb_fineweb_mono_2026,2026,(Ku žeńskej:) Marka!
dsb_fineweb_mono_2026,2026,"ŚOTA: Witaj k nam, Juro!"
dsb_fineweb_mono_2026,2026,ŚOTA: Witajśo k nam.
dsb_fineweb_mono_2026,2026,"JURO: Ow ně, śota."
dsb_fineweb_mono_2026,2026,Njechaśo se wumyś?
dsb_fineweb_mono_2026,2026,DAN: Wutšobny źěk.
dsb_fineweb_mono_2026,2026,/ Tam móžośo se myś.
dsb_fineweb_mono_2026,2026,ŚOTA: Źo ga to?
dsb_fineweb_mono_2026,2026,JURO: Na dwórnišću.
dsb_fineweb_mono_2026,2026,Abo kakaw?
dsb_fineweb_mono_2026,2026,"DAN: Jo, kakaw."
dsb_fineweb_mono_2026,2026,ŚOTA: Docakajśo chylku.
dsb_fineweb_mono_2026,2026,"Zacyń źurja, Juro."
dsb_fineweb_mono_2026,2026,Pijośo rady wino?
dsb_fineweb_mono_2026,2026,Abo piwo?
dsb_fineweb_mono_2026,2026,Źo ga wótcynjak jo?
dsb_fineweb_mono_2026,2026,"Sy jen wiźeł, Juro?"
dsb_fineweb_mono_2026,2026,K strowosći!
dsb_fineweb_mono_2026,2026,JURO: Co ga njasoš?
dsb_fineweb_mono_2026,2026,ŚOTA: Som tykańc pjakła.
dsb_fineweb_mono_2026,2026,"JURO: Źěk ’ ju se, śota."
dsb_fineweb_mono_2026,2026,ŚOTA: Prosym.
dsb_fineweb_mono_2026,2026,"ŚOTA: Fryco, coš ty tež tykańc měś?"
dsb_fineweb_mono_2026,2026,Wódy how we Łužycy mamy dosć.
dsb_fineweb_mono_2026,2026,"– Jo, wobej."
dsb_fineweb_mono_2026,2026,– Co wóna wucy?
dsb_fineweb_mono_2026,2026,– Geografiju a stawizny.
dsb_fineweb_mono_2026,2026,– To jo šwarna wěc.
dsb_fineweb_mono_2026,2026,– Slawistiku.
dsb_fineweb_mono_2026,2026,"– Jo, mamej syna a źowku."
dsb_fineweb_mono_2026,2026,– A waša źowka?
dsb_fineweb_mono_2026,2026,"Jeje muski jo inženjer, wón źěła we kombinaśe."
dsb_fineweb_mono_2026,2026,– We kótrym ga?
dsb_fineweb_mono_2026,2026,– We Carnej Plumpje.
dsb_fineweb_mono_2026,2026,"ŚOTA: Docakajśo, musym wam něco skibow na puś daś."
dsb_fineweb_mono_2026,2026,"JURO: Dla cogo to, śota?"
dsb_fineweb_mono_2026,2026,ŚOTA: Pó puśu wordujoš głodny …
dsb_fineweb_mono_2026,2026,"JURO: Tak to njejo, śota."
dsb_fineweb_mono_2026,2026,"JURO: To njetrjeba byś, wuj."
dsb_fineweb_mono_2026,2026,JURO: Źěk ’ ju se.
dsb_fineweb_mono_2026,2026,Pódprějśo Wikipediju!
dsb_fineweb_mono_2026,2026,"Ako za wše wužytna organizacija, kótaraž pódpěrujo globalne zgromaźeństwo dobrowólnikow, procujomy se wěcej informacijow a lěpše informacije we wšych rěcach za wšych luźi k dispoziciji stajiś, dermo a bźez reklamy."
dsb_fineweb_mono_2026,2026,Waš dar buźo nam pomagaś ze źěłom na Wikipediji pókšacowaś a ju za was wužytnjejšu cyniś.
dsb_fineweb_mono_2026,2026,Wótnožki
dsb_fineweb_mono_2026,2026,» Zgóńśo wěcej
dsb_fineweb_mono_2026,2026,Nowy!
dsb_fineweb_mono_2026,2026,Ześěgniśo jen z
dsb_fineweb_mono_2026,2026,App Store a wužywajśo jen dolnoserbski!
dsb_fineweb_mono_2026,2026,Co se stawa?
dsb_fineweb_mono_2026,2026,Dalšne informacije stoje w połnem pśipowěźenju.
dsb_fineweb_mono_2026,2026,"Co musy se cyniś, jolic problemy nastawaju?"
dsb_fineweb_mono_2026,2026,"- Pócakaj pór minutow; technikarje snaź južo wěźe, až jo problem a źěłaju na tom."
dsb_fineweb_mono_2026,2026,Wjeliki źěk!
dsb_fineweb_mono_2026,2026,"""Chóśebuska wótnožka Serbskego instituta prezentěrujo Wam how zběrku dolnoserbskich tekstow, tuchylu až do lěta 1937, za korpusowe rešerše."
dsb_fineweb_mono_2026,2026,"Korpus ma w prědnem rěźe słužyś za linguistiske pśepytowanje, móžo ale teke za stawiznarje, wejsańske chronisty a dalšne zajmce wužytny byś."
dsb_fineweb_mono_2026,2026,"Originalny pšawopis jo wětšy part se wobchował, na což dejało se pśi wótpšašowanju źiwaś."
dsb_fineweb_mono_2026,2026,"Do pytanja w korpusu naraźijomy, se wopóznawaś z dokradnjejšymi informacijami wó tom."
dsb_fineweb_mono_2026,2026,16. głowna zgromaźina jo w źěłowych směrnicach wopśimjeśowe zaměry formulěrowała.
dsb_fineweb_mono_2026,2026,Toś te su byli zakład za statkowanje wšych gremijow.
dsb_fineweb_mono_2026,2026,"Pśedlažeca rozpšawa słužy k wótlicenju dojśpitego, k wopisanju dalšnych trajucych nadawkow a k zastawje pśedewześow, kenž njejsu se dali w zajźonyma lětoma pśesajźiś."
dsb_fineweb_mono_2026,2026,< s > < / s >
dsb_fineweb_mono_2026,2026,79 z dnja 13.09.2014)
dsb_fineweb_mono_2026,2026,W Dolnej Łužycy wuźaržujo župa Dolna Łužyca južo 8 lět młoźinskego koordinatora.
dsb_fineweb_mono_2026,2026,"Městno spěchujo se pśez wokrejs Sprjewja-Nysa, wokrejs Górne Błota-Łužyca, wokrejs Dubje-Błota, město Chóśebuz a Załožbu za serbski lud."
dsb_fineweb_mono_2026,2026,pśedsedarjow wejsnych młoźinskich kupkow.
dsb_fineweb_mono_2026,2026,Za lěto 2015 jo se mógało dojśpiś pówušenje spěchowanja pśez Załožbu za serbski lud a wokrejs Sprjewja-Nysa.
dsb_fineweb_mono_2026,2026,Južo w směrnicach Domowiny lěta 2007 formulěrowany nadawk wutwórjenja kubłańskeje seśi z wósebnosćami Górneje a Dolneje Łužycy ma se až do kóńca 2015 do statka stajiś.
dsb_fineweb_mono_2026,2026,Kubłański wuběrk jo se z nastupnosću zwězowanja kubłańskeje seśi w Górnej Łužycy zaběrał.
dsb_fineweb_mono_2026,2026,"Pśi tom jo se pokazało, až kubłańske institucije a nosarje kubłańskich institucijow źěłaju skerjej pó pótrjebje w mjeńšych a se stawnje měnjecych seśach."
dsb_fineweb_mono_2026,2026,Na toś tu wašnju jo skerjej teke fleksibelne reagěrowanje a agěrowanje móžne.
dsb_fineweb_mono_2026,2026,"Wjednistwo RCW jo źe wopytało, to pśez swójske aktiwity kompensěrowaś, njejo pak zamógło, jogo dopołnje narownaś."
dsb_fineweb_mono_2026,2026,Za to se Domowina zasajźujo.
dsb_fineweb_mono_2026,2026,Za tebje ”.
dsb_fineweb_mono_2026,2026,"Gremije Domowiny źiwaju wobstawnje na to, wobej pisnej rěcy aktiwnje wužywaś."
dsb_fineweb_mono_2026,2026,"Z pomocu zastojnstwa źěła se zaměrnje na tom, až se pó móžnosći wšykne zakładne teksty we wobyma rěcoma w zjawnosći jawje."
dsb_fineweb_mono_2026,2026,"Pódłožki, kenž nastupnosći Dolneje Łužyce pótrjefje, se dolnoserbski naźěłaju."
dsb_fineweb_mono_2026,2026,"Pokazaś pak ma se pśi tom na to, až njedajo w tom casu dosegajuce kapacity za pśełožowanje a až se to wupomina pśidatne financne móžnosći, kenž se w tej chyli we wobłuku spěchowanja Załožby za serbski lud zarucyś njedaju."
dsb_fineweb_mono_2026,2026,Zgromadnje ze župu Dolna Łužyca jo se kšywowy zwězk w kooperaciskem dogronje dnja 01.07.2014 na slědujuce dojadnał a pó tej zasaźe jadna:
dsb_fineweb_mono_2026,2026,(kooperaciske dogrono mjazy Domowinu a župu Dolna Łužyca z dnja 01.07.2014)
dsb_fineweb_mono_2026,2026,Skšuśenje a dalejwuwiśe Domowiny pó 100. wrośenicy jeje załoženja
dsb_fineweb_mono_2026,2026,Dalej statkujuca programowa komisija nawjedujo diskusijny proces a pśedpołožyjo pśichodnej głownej zgromaźinje dokóńcnu pśedłogu nowego programa k wobzamknjenju.
dsb_fineweb_mono_2026,2026,"Programowa komisija, kenž jo se dnja 31.08.2012 konstituěrowała, jo w běgu 9 pósejźenjow pśedłogu programa naźěłała."
dsb_fineweb_mono_2026,2026,"Program pśedlažy w 3 rěcnych wersijach (dolnoserbski, górnoserbski a nimski)."
dsb_fineweb_mono_2026,2026,"Na naraźenje programoweje komisije konkretizěruju se zaměry z nowymi źěłowymi směrnicami, kenž wopśimjeju nadawki na krotki a dlejšy cas."
dsb_fineweb_mono_2026,2026,"Toś te maju se na kuždej głownej zgromaźinje wótlicyś, aktualizěrowaś a dalej pisaś."
dsb_fineweb_mono_2026,2026,Domowina dorozmějo se wó móžnych nowych formach zapśimjeśa cełego cłonkojstwa a dalšnych Serbow ako teke pśijaśelow Serbow do zgromadnego źěła.
dsb_fineweb_mono_2026,2026,Wósebnje dodiskutěrujo wóna naraźeni za prawólby cłonkojstwa a za napšašowanje cłonkojstwa k bytostnym pšašanjam Domowinskego a narodnego źěła.
dsb_fineweb_mono_2026,2026,"W diskusiji jo se wóspjetnje wopokazało, až su naglědy a měnjenja k tomu wjelgin rozdźělne."
dsb_fineweb_mono_2026,2026,Pśi tom su se slědujuce dypki wopokazali ako bytostne pšašanja:
dsb_fineweb_mono_2026,2026,By se wšykne cłonkojske cełki kśěli na takich wólbach wobźěliś?
dsb_fineweb_mono_2026,2026,"Co buźo, jo-lic jadnotliwe cłonkojske cełki změnu wólbnego modusa wótpokažu?"
dsb_fineweb_mono_2026,2026,Kaki status dalšnego sobustatkowanja pón maju?
dsb_fineweb_mono_2026,2026,"Su cłonkojske cełki zamóžne a zwólniwe, swóje cłonkojske daty do wólbnego"
dsb_fineweb_mono_2026,2026,registra pódaś?
dsb_fineweb_mono_2026,2026,"Na toś tom zakłaźe jo se wuźěłał napšašnik, kenž jo se 18.12.2014 wšym župam a cłonkojskim towaristwam Domowina pśepódał."
dsb_fineweb_mono_2026,2026,"Wětšyna towaristwow, kótarež su wótegronili, zaźěłanje cłonkojskich datow do wólbnego registra wótpokazujo, lěpšyny w listowych wólbach njewiźi a se teke njemysli, až se wětšyna cłonkow na takich wólbach wobźělijo."
dsb_fineweb_mono_2026,2026,"Jawje se teke cwiblowanja na zmysle takich wólbow, stoj-lic jano jaden kandidat (na pśikład wólby pśedsedarja) k wuzwólenju."
dsb_fineweb_mono_2026,2026,"Wóni su w swójich wótegronach wugronili cwiblowanja na tom, lěc jadna se pśi naraźonem modelu wólbow, glědajucy na financny a organizatoriski ramik, wó nejefektiwnjejšu formu wólbow w našom kšywowem zwězku."
dsb_fineweb_mono_2026,2026,Wuškowne 12 wót 30 sedłow se pó wjelikosći towaristwa rozklucuju.
dsb_fineweb_mono_2026,2026,"W paźe listowych wólbow by se ten princip musał wótpóraś, což by wóznamjeniło, až stoje wše sedła wólbam gremija k dispoziciji."
dsb_fineweb_mono_2026,2026,"Alternatiwnje by pśi zdźaržanju górjejce wopisanego principa licba sedłow, kenž se pśez prawólby wobsajźiju, na jano hyšći 12 spadnuła."
dsb_fineweb_mono_2026,2026,Pśez wjelebocne diskusije a wótwažowanja su se wósebnje pśedsedarje cłonkojskich cełkow k tematice wugronili.
dsb_fineweb_mono_2026,2026,(wobzamknjenje cysło 117 z dnja 07.03.2015)
dsb_fineweb_mono_2026,2026,- iritacije nastupajo listowanje z krajnym sejmom -
dsb_fineweb_mono_2026,2026,"- nowelěrowanje kaznjow, póstajenjow a dogronow -"
dsb_fineweb_mono_2026,2026,Z pomjenjoneju nowelu kaznidawarja su se pśipokazali kšywowemu zwězkoju teke dalšne kompetence delegěrowanja.
dsb_fineweb_mono_2026,2026,Tak ma Domowina pšawo delegěrowanja zastupjarjow do šulskich konferencow šulow z bilingualnej wucbu.
dsb_fineweb_mono_2026,2026,- serbski sedleński rum w Bramborskej -
dsb_fineweb_mono_2026,2026,"Naźěłał jo se rěd indikatorow, z kótarymiž jo se góźeło definicije nastajiś, w kótarych komunach zwenka sedleńskego ruma (pó starej kazni) se serbska rěc abo kultura woplěwa."
dsb_fineweb_mono_2026,2026,"Južo za cas napšašowanjow a wótegranjanjow stej zabrałej Bramborska serbska rada, ako teke Domowina jasne stojnišćo, až dejali se te komuny sobu do nowego sedleńskego ruma zarědowaś."
dsb_fineweb_mono_2026,2026,Komuny su se naštyrili z wótergi abstruznymi pśegnawanjami a njerealistiskimi scenarijami napśeśiwo serbskim procowanjam.
dsb_fineweb_mono_2026,2026,"Wuslědk togo jo było, až su se samo komunalne gremije pśeśiwo pśistupoju wugronili."
dsb_fineweb_mono_2026,2026,"Zaprěwała jo se wěda wó tom, až se w tych wótpowědujucych komunach serbski powěda."
dsb_fineweb_mono_2026,2026,Šćit pšawow Serbow jo nadawk krajnego sejma.
dsb_fineweb_mono_2026,2026,Pśez nadměru na źiwanje komunalnych zajmow jo se tomu zajźowało.
dsb_fineweb_mono_2026,2026,Južo toś to wuwiśe ma nas nastupajucy diskusije w Sakskej pśed pśechwatanymi pominanjami wó noweli warnowaś.
dsb_fineweb_mono_2026,2026,"Nowela kazni, kótaraž jo se w januarje 2014 wobzamknuła, jo nabyła swóju płaśiwosć akle w juniju samskego lěta."
dsb_fineweb_mono_2026,2026,Pšašanje rozšyrjenja sedleńskego ruma jo se wó 24 mjasecow pódlejšyło.
dsb_fineweb_mono_2026,2026,"Serbska rada ako teke Domowina procujotej se wó nawězanje kontaktow ku komunam, kenž góźe se pó wopisanju ako potencielne komuny serbskego sedleńskego ruma."
dsb_fineweb_mono_2026,2026,Domowina procesoju slědujo a jen dalej pódpěrujo.
dsb_fineweb_mono_2026,2026,- wólby Sakskeje serbskeje rady -
dsb_fineweb_mono_2026,2026,- wólby Bramborskeje serbskeje rady -
dsb_fineweb_mono_2026,2026,Nowelěrowanje bramborskeje serbskeje kazni jo sebje pominało wěcej ako źaseś lět trajuce procowanja a wjele jadnanjow.
dsb_fineweb_mono_2026,2026,"Pó wóli Serbskeje rady jo se wótchylajuce naraźenje pótrjefjecy wólbny modus zawjadło, kenž se njekšyjo z naraźenim Domowiny."
dsb_fineweb_mono_2026,2026,"Hynacej ako w Sakskej se bramborska rada něnto pśez listowe wólby wuzwólijo, kenž se w zagronitosći wót Domowiny pówołanego wólbnego wuběrka pśewjedu."
dsb_fineweb_mono_2026,2026,Z wjeźenim wólbnego registra we wólbnem zastojnstwje togo wuběrka ma se statnemu doglědoju zajźowaś.
dsb_fineweb_mono_2026,2026,"Mamy zwěsćiś, až njejo se w tom dypku raźiło, wobzamknjony zaměr głowneje zgromaźiny dojśpiś."
dsb_fineweb_mono_2026,2026,"Smy nadawk pśiwzeli a mamy se něnt wó to procowaś, až se wólby pśewjedu a až jo wobźělenje reprezentatiwne."
dsb_fineweb_mono_2026,2026,- njedorozměśa pótrjefjece změny protokoloweje notice -
dsb_fineweb_mono_2026,2026,Iritacije su zbuźili njedorozměśa mjazy bramborskeju radu za serbske nastupnosći a Domowinu w juliju lěta 2014.
dsb_fineweb_mono_2026,2026,"Kaznidawaŕ jo měł ze zawjeźenim zastupnistwa zajmow wótpóglěd, zakładne kompetence mjazy kšywowem zwězkom a radu za nastupnosći Serbow rědowaś."
dsb_fineweb_mono_2026,2026,Tak pišo se w dokumenśe krajnego sejma cysło 5 / 5401:
dsb_fineweb_mono_2026,2026,"“Z wótstawkom 2 se prědny raz w Bramborskej kriterije definěruju, pó kótarychž se jaden zwězk ako kšywowy zwězk a stakim ako politiske zastupnistwo zajmow Serbow pśipóznajo."
dsb_fineweb_mono_2026,2026,"To teke pśinosujo k wuwóstśenju nadawkow Rady za serbske nastupnosći, kótaraž w tej chyli brachujucych alternatiwow dla nadawki wugbajo, kenž te jadnogo póraźujucego parlamentariskego gremija pśesegaju."
dsb_fineweb_mono_2026,2026,"“Brachujucych alternatiwow dla pak jo rada teke nadawki pśewzeła, kenž w zasaźe njejsu"
dsb_fineweb_mono_2026,2026,"k jeje jědrowym kompetencam słušali, dla cogož how rozjasnjenje pśiźo."
dsb_fineweb_mono_2026,2026,(glědaj dokument krajnego sejma cysło 5 / 5401)
dsb_fineweb_mono_2026,2026,"Z togo jo se wuwijała mysl, statkownosć rady Załožby za serbski lud pśez jadnotny wólbny modus w Sakskej a Bramborskej pówušyś."
dsb_fineweb_mono_2026,2026,"Mjaz tym, až jo se to za sakskich serbskich cłonkow rady Załožby za serbski lud tak zwopšawźiło, njejo se to w Bramborskej raźiło."
dsb_fineweb_mono_2026,2026,"Dnja 19.11.2013 su se zmakali prezidium Domowiny, župan župy Dolna Łužyca a cłonki Bramborskeje serbskeje rady w Chóśebuzu, aby se nastupnosć wótgłosowała."
dsb_fineweb_mono_2026,2026,"Wuslědk togo pósejźenja jo był, až su se pśibytne na to dorozměli, až jo to nosece naraźenje."
dsb_fineweb_mono_2026,2026,"Na rozgronje stej se wobźěliłej tegdejšy župan a zastupujucy župan župy Dolna Łužyca, kenž stej rownocasnje teke cłonka Serbskeje rady byłej."
dsb_fineweb_mono_2026,2026,"Wótwórjona jo až doněnta zawina wótpokazanja, wósebnje gaž glědamy na pśedchadne pozitiwne signale rady."
dsb_fineweb_mono_2026,2026,“Domowina pomina se změnu protokoloweje noticy k artikloju 7 wótstawk 1 cysło 1 statnego dogrona mjazy Krajom Bramborska a Lichotnym statom Sakska k wutwórjenju Załožby za serbski lud z dnja 28.08.1998 až do kóńca septembra 2014.
dsb_fineweb_mono_2026,2026,Protokolowa notica ma se na slědujucy tekst pśeformulěrowaś:
dsb_fineweb_mono_2026,2026,(Wobzamknjenje cysło 57 z dnja 08.03.2014)
dsb_fineweb_mono_2026,2026,Spěchowanje serbskeje kultury
dsb_fineweb_mono_2026,2026,"Domowina procujo se dalej wó to, až se wobglěduju serbske zajmy pśi dalšnem planowańskem procesu za dalejwjeźenje wócynjone brunicoweje jamy Wochozy."
dsb_fineweb_mono_2026,2026,Wóna pódpěrujo Župu Běła Wóda / Niska pśi procowanjach wó zachowanje a zmócnjenje serbskeje substance pód wuměnjenjami dłujkodobnego wudobywanja brunice.
dsb_fineweb_mono_2026,2026,Wudobywanje brunice w serbskem sedleńskem rumje jo dalej wupominanje za politiske jadnanje kšywowego zwězka.
dsb_fineweb_mono_2026,2026,Domowina jo se dnja 28.01.2012 pótrjefjecy brunice jasnje wugroniła.
dsb_fineweb_mono_2026,2026,Dnja 14.09.2013 jo toś to wóspjetowała:
dsb_fineweb_mono_2026,2026,1. wobtwarźijo swójo wobzamknjenje z dnja 28. januara 2012 a w programje
dsb_fineweb_mono_2026,2026,"Domowiny, až njamaju se žedne dalšne jsy serbskego sedleńskego ruma"
dsb_fineweb_mono_2026,2026,wótbagrowaś.
dsb_fineweb_mono_2026,2026,2. wótpokazujo dalejwjeźenje jamy Wjelcej-pódpołudnjo a jamy Wochozy a pomina
dsb_fineweb_mono_2026,2026,sebje na srjejźny cas rědowane a planowane zakóńcenje wudobywanja brunice w
dsb_fineweb_mono_2026,2026,serbskem sedleńskem runje.
dsb_fineweb_mono_2026,2026,"3. apelěrujo na cłonkow planowańskego zwězka Górna Łužyca-Dolna Šlazyńska,"
dsb_fineweb_mono_2026,2026,schwalenje wustawkow brunicowego planowanja wótpokazaś.
dsb_fineweb_mono_2026,2026,wustawkow regionalneju planowańskeju zwězkowu za dalejwjeźenje jamowu
dsb_fineweb_mono_2026,2026,Wjelcej-pódpołudnjo a Wochozy.
dsb_fineweb_mono_2026,2026,Domowina se w zwisku z tematiku brunice dalej k stawnemu dialogoju z krajnyma
dsb_fineweb_mono_2026,2026,"Toś to jo wuslědk regionalnego jadnanja Domowiny, w kótaremž su se pótrjefjone župy słyšali a toś to stojnišćo se pśez kšywowy zwězk zastupujo."
dsb_fineweb_mono_2026,2026,Rownocasnje pak jo zwólniwa w nadawku a zmysle pótrjefjonych ze wšymi bokami do dialoga stupiś.
dsb_fineweb_mono_2026,2026,"Tak a z wuźěłanim swójskego koncepta za wobchowanje a dalejwuwiśe Serbstwa pód wuměnjenjami pśesedlenja jo móžno, to serbske teke pód noweju situaciju wuchowaś."
dsb_fineweb_mono_2026,2026,Domowina jo zastupjona w regionalnych planowańskich zwězkach a w brunicowyma wuběrkoma w Bramborskej (z głosowańskim pšawom) a w planowańskem regionje Górna Łužyca-Dolna Šlazyńska (z póraźujucym głosom).
dsb_fineweb_mono_2026,2026,W brunicowem planowanju za rozšyrjenje jamow Wochozy a Wjelcej-pódpołudnjo jo sebje kšywowy zwězk na naraźenje pótrjefjoneju župowu swójo stojnišćo naźěłał a zapódał.
